linenumber,sentiment,textOriginal
843,1,gerçeği bul süleyman ilgili  zaman video gelir
846,1, türklerin mitolojileriyle ilgili  video gelir  
847,-1,tabii dünya  zamana   olmazsa 
848,2,peki   kablosuz elektrik üretimini çözdüğümü söylesem   wi fi mantığı  aynıdır  cihaz üzerinde  sinyali alan  alıcı yoksa  cihaz çalışmaz düşünsenize  cihazın güç kaynağına  wi fi   alıcı bağladınızı   alıcı üzerinden elektrik aldığınızı
851,-1,globalistler yeni dunya düzeni  kullanacakları şeylerden   teknolojiye  suru türkiye   dünya devletleri sahip olmayacak ulus devletlerinin çoğunu çökertebilirler dünya   tane gücün tarafa bağlı kalır hemde somutsal topraksal   süper güçlerin kontrolünde kalırlar 
852,-1,düz dünya teorisi üzerine  video yapsan  düz dünyacılar gerçekleri   senden dinlese ciddiye almıyoruz  sayıları oldukça fazla
854,1,bek bike bıyık yarilama orta ortalama bük lemek bükmek pek pik puk lemek kub kubun küpün  olmak bekliyor um
856,-1,kitap tavsiyeleriniz üzerine video yapar mısınız  bey sizi yeni keşfettim muhteşemsiniz umarım yakın zamanda hakan yedican hocamla tanışır ortak yayın yaparsınız 
857,1, çalışma  içerik kalite bütün videoları izledim yenilerini sabırsızlıkla bekliyorum başarılarınızın devamını diliyorum
859,1,zümrüt tabletleri   video gelir  acaba  
865,1,mrb kozyrev aynası deneyini evde denicem demiştiniz yapabildiniz  acaba 
870,1,merhaba bekliyoruz  belgeselde durum fazlasıyla ürkütücü gerçeklerle dolu
872,3, izleyip  anladığım kuantum fiziği uygulanabilir teknolojilere dönüşürse senaryo pandora nın kutusunun açılmasına benzer olacaktır  gelişimin ürünü  hız  yıkıcılık  kalmaz  düşünüyorum kuantum dolanıklığı anlatılırken parçacıkların mesafe  zamandan bağımsız   etkileşimde olmaya devam ettikleri mantığı  güzel vurgulanır ancak vurgu sonrasındaki tek yorum ışık hızından  hızlı anlık iletişim mümkündür şeklindedir  dolanıklığı bilinen parçacıkları ayırarak iki bilgisayar tasarlamayı başardığınız takdirde geliştireceğiniz kodlama  yüzlerce ışık yılı uzaktaki   galakside  olsanız anlık iletişim sağlayabilirsiniz kuantum fiziği  ilgili bildiklerimiz doğru   mantıkla yapılan bilgisayarda gelecekte yapılacak iletişimin geçmişte  günümüzde alınması  mümkün olmalıdır  tablo teknolojiye sahip olanların kesin denebilecek ön görü  istihbarat sağlama potansiyeline  sahip olacakları anlamına gelir   bilim kurgu filmlerinde dizilerinde gördüğümüz daktilo benzeri zamanlar arasında iletişim kurulan cihazlar  bilim kurgu   yorumlanabilir 
876,1,saygı değer administer  bey şahsen gelecekle alakalı disutopik senaryolar maalesef yavaş yavaş olsada emin adımlarla  şimdiden emeklerinize sağlık  daim bilgilendirici spesifik  özgün içerikli yayınların devamını dört gözle bekliyoruz 
877,-1, dinler tarihi serini izledim güzel bilgiler verdin araştırma seven  insanım müslümanım sözler köşkü  izlerim evrim ağacı  sizide sözler köşkü  röportaj yapsanız güzel olmazmi  ortak yonlerinizde  hakikati bulmak     
878,2,sizce  teknolojiler insanlık   fırsat mı yoksa  tehdit    sahte bayrak operasyonu       simülasyon teorisi       çift yarık deneyi      gerçeği bul a destek olmak  kanala katılabilirsiniz   birbirinden özel içeriklerimizden haberdar olmak  linke tıklayarak abone olabilirsiniz 
881,1,teşekkürler iyi  
884,7, gercegibul saygıdeğer değerli admin ilgili video  konu burası   kur anı kerimi   prof dr gazi özdemir in tercüme  tefsirinden okumanızı önemle tavsiye    videonuzdan  türkçe kuranı  kez  okumaya karar verdim   bilimsel  ilmi zekası   çevirmenin kaleminden okumak istedim  kez iyi   okumuşum  hala tekrar tekrar okuyorum hele kitabın başında temel kavramlar   bölüm  resmen aydınlanma yaşadım okurken tavsiye  fırsat bulursanız okuyun lütfen 
890,-1,ileride yapacağım
891,1,destek    iyi 
896,1,teşekkürler iyi  
900,1,teşekkürler iyi  
903,1,iyi  
904,2,rica  iyi 
905,1,teşekkürler iyi  
906,2,rica  iyi 
908,1,teşekkürler iyi  
912,1,pek yapamam   çalışma yapım biraz dağınıktır  konu belirkedikten  bulduğum hemen herşeyi okuyorum  özetliyorum  videolarda sık sık kişilerden  kitaplarından bahsediyorum onları araştırabilirsiniz
914,0,merhaba  nerden geldik nereye gidiyoruz konularında meraklı iseniz  hamza yardımcıoğlu nun kök isimli kitabını    kitaplarını şiddetle tavsiye   
916,2,merhaba jose rodriues dos santos un tanrının formülü  süleyman ın anahtarı kitablarını okuyabilirsiniz  kitap  kitabın devamı niteliğindedir  tam   kuantum olayını anlatıyor kitap gerçek bilimsel bilgilere dayanmaktadır burada anlatılanlardan   şaşıracağınız durumlar olcaktır şimdiden iyi okumalar  
917,1,teşekkürler iyi  
923,-1,hayır henüz vaktim olmadı  yazık   ileride  gün yapacağım
925,1,iyi  
926,1,teşekkürler iyi  
927,1,videoyu izledikten  siz karar verin
928,1,teşekkürler iyi  
930,1,kuantum dolanıklığı konusunu  okuduğumda  an aklım almamıştı kainatta iki parçacık aralarında   mesafe olursa  anlık  bağlıydı ışık hızı  yanında bebek emeklemesi  kalıyor dediğiniz mantıklı dolanık iki parça sayesinde buradan aklımızın almayacağı mesafelere bilgi aktarımı yapılabilir baş döndürücü
931,2,kuantumun yasaları gereği  iletişim imkansız gözlemci olaya dahil olduğunda dalga fonksiyonu tek  ihtimale çöküyor  parçacığa baktığınız zaman diğerinin durumunu  bilmiş oluyorsunuz  göndermek istediğiniz komutu asla tasarlayamassınız  yüzden ışıkdan hızlı iletişim imkansız oluyor  tabi  dahi durumu değiştirebilir  bilemem  kuantum fiziği  adeta  yasa  kanun  engeller mesela  dolanık çifte  baktığınızda farklı dizilimler elde edersiniz bazen     bazen   vb göndermek istediğiniz komutun      varsayalım  sistemi  bozuşunuzda dalga fonksiyonunun çöküşü     komutu gelmesse   peki  göndermek istediğiniz mesaj binlerce datadan oluşuyorsa  zaman  datanın sistemin çöküşüyle oluşması  alıcıda anında yansıması olasılığı sıfıra yakın olacaktır verici  mesela  çiftlerden birine  bakışınızda göndermek istediğiniz komutun oluşmadığını  kendinde oluşan komutun doğru olmadığını nereden bilecek tabi  bilemeyecek işte kuantum fiziği  sınırlarını    ihtimallerle koruyor 
932,0, bilimbaykusu   mantığını yorumladım dolanık parçacıkları elde edip kullanabildikten   ön şart  matematik  mantık geri kalanı halledebilecek metotlara sahip  iletişim protokolünü  algoritma halinde hazırladığın  mesajı gönderen   algoritmayı kullandığı takdirde  parçacık çiftinin planlanan etkileşimine verdiğin kod isminin algoritmadaki karşılığını harf rakam sembol kelime  cümle bularak dikte etmekten  işin kalmayacaktır sonraki parçacıkların algoritmadaki karşılığını  yanına ekleyerek mesajı  araya getirip okumak mümkün   gelen cevabın    olmasını   sinyalin gelmesi halindeki planlanmış karşılığını mesaja çevireceksin şifreleme yazılımı  düşünmeye çalışırsan ön şart  mümkün  uygulama  mümkün hale gelir buradaki tek  önemli sorun parçacığın kendini gerçekleştirmesinin tespit edilebilmesi  kadarını   aklım almıyor tabii  
933,2, muzaffercelik dolanık parçacıklar elde etmek kolay  şifreleme   yapılıyorlar  momentumun korunumu gereği önceden  bütün  iki parçadan  tanesi sağa dönerse diğerinin  sola dönmesi gerekir  momentumun korunumu  doğa yasasıdır birbiriyle dolaşık yapılan iki parçacıkdan biri spin aşağı  diğeri kesinlikle spin yukarı olacaktır ancak tuhaf  durumu şöyle izah edeyim   elinizde  misket  bunları dedektörden geçiriyorsunuz  dedektör siyah  beyaz  ayırıyor dedektörde  siyah  beyaz  ayrıldığını varsayalım    siyahı alıp tekrar  dedektörden geçirirsen  beyaz   siyah ayrılacak işte  kuantumun garip doğasıdır  olasılıkcı doğa yüzünden iletişim kurmak mümkün olamıyor iletişim kurulsa  istediğimiz bilgiyi  tamamen anlamsız datalar gönderebiliriz   kaçık  çözer  şuanki yasalar  ilkelere göre imkansız 
939,-2,  yıl   maksimum  yıl  insanlığın sonunun geleceğini öngörüyorum  engellemenin yegane yoluda insan beyini  ai ın birleşmesi  mümkün  düşünüyorum yoksa insanlık  olmasa  ai ın kölesine dönüşeceğine   şüphe  zira gezegendeki  akıllı varlıklar    canlılara hükm ediyoruz  yaratdığımız bizden yüzlerce kat zeki  varlığın bize hükmetmesinden  normal   öngeremiyorum malasef 
941,1,kesinlikle tehdit dinamitin  bulunuş amacı madenlerde insanların ölmemesi idi  savaşların  numaralı vazgeçilmezi oldu
942,1, yapay  biziz  dünyaya ait   tür olduğumuza inanmıyorum   dünya dışı  müdahale sonucu ortaya çıkan bizler   dünya  anomaliyiz doğa   başından beri farkında  yaradılışımızdaki  zayıf halkayı çoktan çözdü tanrıya ulaşmak   zaafımızla besliyor merak ettiriyor araştırtıyor bilgiye açlığımızı giderek arttırıyor  bizden bizzat  yarattıklarımız sayesinde kurtulacak  kaya milyarlarca yaşında  üstündeki kendini  halt sanan  insanoğlu ancak  göz kırpması  zamandır varız 
